4089677357386367,<a class='k' href='https://m.weibo.cn/k/人民日报评辱母杀人案?from=feed'>#人民日报评辱母杀人案#</a> 我只是觉得，眼看着自己的母亲遭受那一切，是个人都忍不了。所谓法律，不就是为了保护好人的利益吗。另外像警察这种本该给人极大安全感的职业，却扮演了帮凶一样的角色。人心，大概都是这样一点一点冷下来的。<a href='https://m.weibo.cn/n/乱乱小生'>@乱乱小生</a> <a href='https://m.weibo.cn/n/羊羊拯救微地球'>@羊羊拯救微地球</a> ​​​,Sun Mar 26 22:28:47 +0800 2017,4089677357386367,要开心和笑, 210, false, -1, 53,f, 9, 1, 3, 53, 66, 2
4089673784221706,<a class='k' href='https://m.weibo.cn/k/刺死辱母者被判无期?from=feed'>#刺死辱母者被判无期#</a><a class='k' href='https://m.weibo.cn/k/人民日报评辱母杀人案?from=feed'>#人民日报评辱母杀人案#</a><br/>恶霸催债忙，<br/>行径太荒唐！<br/>于欢护母切，<br/>挥刀向流氓！<br/>法官审案忙，<br/>要把正义彰！<br/>一审判决下，<br/>孝子进牢房！<br/>苍天若有眼，<br/>恶霸无处藏！<br/>正义和善良，<br/>定要来伸张！ ​​​,Sun Mar 26 22:14:35 +0800 2017,4089673784221706,宁宁之于, 8552, true, 0, 24721,f, 38, 9, 117, 24721, 282, 18
4090030119263810,"发布了头条文章：《假如《刺死辱母者》发生在国外，会是怎样的结果？》 海外朋友们的观点的确让我很意外啊。 <a data-url=\""http://t.cn/R6Xiksj\"" href=\""http://weibo.com/ttarticle/p/show?id=2309404090030116226986&luicode=20000061&lfid=4090030119263810&featurecode=20000180\"" data-hide=\""\""><span class=\""url-icon\""><img src=\""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png\""></span></i><span class=\""surl-text\"">假如《刺死辱母者》发生在国外，会是怎样的结果？</a> ​",Mon Mar 27 21:50:32 +0800 2017,4090030119263810,秋叶, 6224, true, 0, 401402,m, 47, 19, 55, 401402, 1019, 39
4089556142334678,"【“辱母杀人案”最新消息！最高检派员调查警察是否失职渎职 山东高院受理上诉】山东聊城“辱母杀人案”引发关注。目前①山东高院：通报辱母杀人案，已受理当事人上诉②最高检：已派员调查警察是否失职、渎职 ③山东公安：已派工作组核查民警处警和案件办理情况。关注！ （央视）  <a data-url=\""http://t.cn/R6xuHDG\"" href=\""http://weibo.com/ttarticle/p/show?id=2309404089546844339964&luicode=20000061&lfid=4089556142334678&featurecode=20000180\"" data-hide=\""\""><span class=\""url-icon\""><img src=\""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png\""></span></i><span class=\""surl-text\"">辱母杀人案追踪：最高检派员调查警察是否失职渎职 山东高院受理上诉</a> ​",Sun Mar 26 14:27:07 +0800 2017,4089556142334678,云南共青团, 27757, true, 1, 450822,m, 39, 19, 55, 450822, 2572, 17
4089648986594037,<a class='k' href='https://m.weibo.cn/k/刺死辱母者被判无期?from=feed'>#刺死辱母者被判无期#</a><a class='k' href='https://m.weibo.cn/k/辱母杀人案?from=feed'>#辱母杀人案#</a><a class='k' href='https://m.weibo.cn/k/刺死辱母者?from=feed'>#刺死辱母者#</a> <br/>最近被这件事情刷屏 觉得我们都应该庆幸那样的事没有发生在自己的母亲身上 否则我们每个人都将现在犯罪和被审判的边缘<br/>希望 那些有血性有脾气有底线的专业的人 能够重新为案件定义 <br/>鲁迅先生说过 是一位母亲就必定是一位英雄<br/>保护好我们的英雄<br/>保护好每一个英雄<br/>嗯 骂人不骂妈 文明你我他,Sun Mar 26 20:36:03 +0800 2017,4089648986594037,张冰冰冰, 172, false, -1, 48,f, 14, 1, 5, 48, 71, 11
4090003053265972,实体企业都去玩金融，加杠杆、无底线的折腾，不是70多家金融机构不如一个浑水，这就是中国国情，这就是中国实体企业的现状。无论辉山投资地产资金链断裂失败，还是“辱母案”的互保贷款、高利贷崩盘，以及福耀玻璃在美投资的困境都看出：中国实体企业的崩坍，如果没有实体企业，只靠BAT和阿里巴巴这样的互联网公司能承担起14亿人的生命财产安全？（看着同仁们的遭遇深感悲壮！下一个会是谁？！）,Mon Mar 27 20:02:59 +0800 2017,4090003053265972,欣然Love蓝猫, 1591, false, -1, 215,f, 28, 4, 2, 215, 213, 2
4090966912220334,"发表了博文《再谈“辱母杀人”案》于欢的事还在发酵。我说一切都是合理的。宪法第一条规定：&quot;第一条中华人民共和国是工人阶级领导的、以工农联盟为基础的人民民主专政的社会主义国家。社会主义制度是中华人民共和国<a data-url=\""http://t.cn/R6CInpc\"" href=\""http://weibo.com/p/2304181644efdc00102x2p7?luicode=20000061&lfid=4090966912220334&featurecode=20000180\"" data-hide=\""\""><span class=\""url-icon\""><img src=\""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png\""></span></i><span class=\""surl-text\"">再谈“辱母杀人”案</a> ​",Thu Mar 30 11:53:02 +0800 2017,4090966912220334,战士杨昭友, 5042, false, -1, 3937,m, 17, 81, 51, 3937, 2798, 52
4099825492326159,"<a class='k' href='https://m.weibo.cn/k/蓝鸟新闻?from=feed'>#蓝鸟新闻#</a>【辱母防卫之辩 外文更胜公管一筹】4月23日9点13分，第十届“山语杯”系际辩论赛在学术报告厅举行，正方公共管理学系与反方外国语言文学系就“辱母杀人案中，于欢的行为应该/不应该构成正当防卫”展开激烈的辩论。最终反方以7:2战胜正方，最佳辩手为反方的二辩钟文意。 <a data-url=\""http://t.cn/RXOj1AR\"" href=\""http://weibo.com/ttarticle/p/show?id=2309404099825489588484&luicode=20000061&lfid=4099825492326159&featurecode=20000180\"" data-hide=\""\""><span class=\""url-icon\""><img src=\""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png\""></span></i><span class=\""surl-text\"">辱母防卫之辩 外文更胜公管一筹</a> ​",Sun Apr 23 22:33:51 +0800 2017,4099825492326159,中大南方蓝鸟通讯社, 14552, false, -1, 10515,m, 38, 0, 7, 10515, 1119, 0
4089733284017297,<a class='k' href='https://m.weibo.cn/k/受辱母亲陈情书曝光?from=feed'>#受辱母亲陈情书曝光#</a><a class='k' href='https://m.weibo.cn/k/刺死辱母者被判无期?from=feed'>#刺死辱母者被判无期#</a><a class='k' href='https://m.weibo.cn/k/刺死辱母者案?from=feed'>#刺死辱母者案#</a>于欢，我敬你是条真汉子！在求告无门，警察不作为甚至为虎作伥的绝望之下，谁都会奋起反抗，哪怕是犯罪，因为只有犯罪这条路才能守住至亲！就算是死，十八年后还是条好汉！于欢，殷律师，加油！我为你们声援，请求轻判，严惩涉黑保护伞！ ​,Mon Mar 27 02:11:00 +0800 2017,4089733284017297,T字裤_So_So_So_So_So_Sexy, 6383, false, 220, 731,f, 28, 2, 3, 731, 330, 0
4089922246396251,以後不談國內社會新聞，黑吃黑，套中套，根本弄不清楚誰才是好人。看来辱母案又有内幕了。 ​,Mon Mar 27 14:41:53 +0800 2017,4089922246396251,美股C姐, 3924, true, 0, 52801,f, 37, 8, 7, 52801, 42, 19
